Id,SalePrice
1461,84691.086
1462,86820.67
1463,114249.18
1464,126376.49
1465,122957.17
1466,121458.89
1467,109519.266
1468,114461.6
1469,127924.16
1470,88252.66
1471,139733.03
1472,68104.23
1473,69644.71
1474,97823.82
1475,76293.22
1476,257420.81
1477,161194.08
1478,195488.2
1479,192887.56
1480,294993.9
1481,180744.23
1482,135398.27
1483,107336.08
1484,120180.78
1485,130385.586
1486,132631.14
1487,184292.8
1488,161357.12
1489,129040.59
1490,149590.56
1491,127822.92
1492,68645.5
1493,118140.59
1494,185891.9
1495,175543.88
1496,163586.92
1497,117551.06
1498,111662.91
1499,111662.91
1500,109915.33
1501,105463.14
1502,108536.625
1503,170743.53
1504,141292.55
1505,142907.86
1506,105322.414
1507,139207.34
1508,113912.33
1509,98412.87
1510,95745.19
1511,99217.125
1512,103513.164
1513,90499.695
1514,88635.45
1515,122404.09
1516,108573.586
1517,93019.22
1518,88113.65
1519,160312.64
1520,87842.66
1521,88261.96
1522,100708.164
1523,75305.43
1524,79597.95
1525,81337.81
1526,79217.97
1527,77780.945
1528,81605.08
1529,94385.31
1530,111468.45
1531,91702.05
1532,75785.99
1533,88581.195
1534,76089.72
1535,100986.71
1536,81148.73
1537,69509.836
1538,101330.74
1539,115953.586
1540,76592.38
1541,90817.9
1542,82561.05
1543,108242.984
1544,58121.78
1545,70574.34
1546,87289.164
1547,90210.06
1548,74632.88
1549,90970.4
1550,99366.95
1551,76302.96
1552,99796.24
1553,99352.7
1554,77734.27
1555,115380.055
1556,70532.7
1557,93576.36
1558,67427.66
1559,70625.69
1560,96500.08
1561,85805.72
1562,83145.555
1563,79890.49
1564,110430.13
1565,108141.83
1566,137318.25
1567,64913.547
1568,127452.18
1569,107831.055
1570,100807.27
1571,86973.586
1572,86817.8
1573,168165.86
1574,84113.22
1575,156514.66
1576,163210.52
1577,130900.17
1578,94439.09
1579,99005.25
1580,123779.22
1581,88772.875
1582,81873.46
1583,188360.6
1584,164790.7
1585,102581.055
1586,64453.523
1587,80077.9
1588,90169.32
1589,74045.66
1590,87198.586
1591,67738.016
1592,83001.79
1593,87403.62
1594,85703.21
1595,91468.94
1596,123596.21
1597,100301.46
1598,105098.1
1599,131399.69
1600,128411.516
1601,67916.125
1602,83185.56
1603,58027.473
1604,158594.94
1605,155580.3
1606,106633.2
1607,97749.9
1608,148803.5
1609,124892.08
1610,111353.22
1611,107787.61
1612,123367.06
1613,113350.04
1614,78685.23
1615,58830.105
1616,55658.16
1617,62571.465
1618,77914.586
1619,88521.21
1620,97191.14
1621,95661.18
1622,92244.04
1623,157262.66
1624,160105.98
1625,85516.71
1626,116211.99
1627,125630.44
1628,161093.52
1629,116951.09
1630,205700.16
1631,117845.31
1632,130816.984
1633,120800.99
1634,124206.67
1635,122857.92
1636,106108.35
1637,108765.48
1638,120544.69
1639,113763.21
1640,145253.16
