Id,SalePrice
1461,129538.35746203337
1462,158522.9042686423
1463,183578.21775454853
1464,184493.5416436792
1465,193672.5990571555
1466,177305.70075898618
1467,176440.72366839298
1468,175464.48577462105
1469,176342.39534448087
1470,116947.262783222
1471,200357.29716908303
1472,92316.286956325
1473,96020.77512623671
1474,152690.70809963142
1475,137343.57877189948
1476,365416.625415403
1477,248982.77336269565
1478,297432.59390315844
1479,252859.74920928045
1480,506753.70852418244
1481,315832.4537783569
1482,198899.30855792025
1483,171186.2696858618
1484,171565.81667965016
1485,169318.2728275699
1486,199414.84157086402
1487,338555.77619437093
1488,230486.87284195138
1489,206587.368313316
1490,223383.8105070906
1491,190016.61794795562
1492,88189.89920020237
1493,188751.34807236888
1494,274380.67815642816
1495,264666.74651571177
1496,241164.09017090124
1497,190976.04999437806
1498,155895.26108900417
1499,153573.19412186136
1500,155942.98181139128
1501,171520.33268950373
1502,165418.5347918065
1503,302978.8440370468
1504,232728.7766619031
1505,223900.20855467656
1506,176433.19105392683
1507,232117.44130122697
1508,210276.92466767377
1509,166245.1718839961
1510,149705.74247218532
1511,139677.8645510299
1512,174086.36162027254
1513,146512.4288335586
1514,173328.82175548046
1515,212998.2624189082
1516,155022.4233755669
1517,157515.21491561935
1518,125121.10029978785
1519,215387.5372559889
1520,133370.10102711545
1521,139638.5169190558
1522,165353.38772528453
1523,113502.14896729382
1524,127408.79956012218
1525,122649.19696363944
1526,116361.25446533048
1527,98933.5746326728
1528,130164.40632795852
1529,146657.43792861418
1530,174100.5066431072
1531,115873.75989321
1532,95767.6194982236
1533,135679.28745508194
1534,119254.36587252951
1535,150382.61508248968
1536,109262.03621975526
1537,63190.8150796271
1538,178042.9487310053
1539,223376.3681403904
1540,100619.03682313448
1541,151118.96920947116
1542,144388.090285479
1543,236895.8347967224
1544,77860.76705354668
1545,110877.51152460741
1546,128417.85050046981
1547,137662.39771655932
1548,136205.04313333635
1549,111493.86585434739
1550,141600.79352186987
1551,111896.73694266158
1552,135574.83990832043
1553,141080.9883190123
1554,113396.50125748117
1555,175085.9497792071
1556,73622.10488730304
1557,100648.22223314489
1558,85746.3736882333
1559,88559.31648296287
1560,132947.0756855044
1561,131207.62064479024
1562,126288.81346498469
1563,122486.09169765867
1564,155385.53732485432
1565,147151.2450620422
1566,228543.74597511473
1567,67372.75724795935
1568,238670.40652461743
1569,139084.6566231155
1570,128263.13408087083
1571,129678.68248024757
1572,151611.52162066058
1573,247467.07259750407
1574,112635.0076127608
1575,216304.77004619827
1576,232063.18509877936
1577,196503.12241997616
1578,146031.87100326648
1579,148923.93565135493
1580,193048.81377648035
1581,149053.07779739387
1582,131198.19564823594
1583,325867.2753780214
