Id,SalePrice
1461,343035.413851151
1462,394870.95926255384
1463,401711.99581626756
1464,419857.09771718364
1465,421924.76829573023
1466,405324.7841976839
1467,419955.8199165438
1468,399019.1194860346
1469,430523.77193901874
1470,344703.5735147111
1471,435217.34162689815
1472,340792.1209052603
1473,325641.233869934
1474,380242.7465369238
1475,342293.6580967179
1476,584731.4402801706
1477,475491.1053680205
1478,538252.6676597411
1479,529733.0860325489
1480,663454.5345083775
1481,516294.5280554418
1482,449135.3240967216
1483,413040.2620234771
1484,404174.9570693637
1485,434778.2788688685
1486,444635.49381117546
1487,528046.2419053961
1488,472307.63976468774
1489,422593.5152140823
1490,479503.78261113097
1491,451315.73031221307
1492,326741.2209003458
1493,433672.42687233957
1494,520628.0740907716
1495,497197.6666082116
1496,484523.9127888577
1497,403399.3195498211
1498,404007.8363789825
1499,397227.94213126204
1500,394366.68858259567
1501,438740.1628223846
1502,383632.39866943704
1503,513532.37640452385
1504,477196.91093446105
1505,459497.19664743496
1506,429301.97870104597
1507,478456.8208407357
1508,433910.8465520779
1509,385920.3916013907
1510,369399.30403711414
1511,385389.82233582065
1512,411944.8823829184
1513,387858.9482716904
1514,368383.5520285866
1515,447030.47784442804
1516,401418.9808067407
1517,401302.8067418076
1518,354872.23476691265
1519,466744.63597667194
1520,361607.1165166788
1521,354955.8152060418
1522,430153.31642120914
1523,332712.0374674166
1524,359222.1238255736
1525,326395.8256604178
1526,322653.6652963266
1527,323237.7527944206
1528,382319.5595321371
1529,372117.8224036924
1530,433738.3620530681
1531,385518.52255655476
1532,341220.8497460885
1533,399889.8345048765
1534,387263.89595903154
1535,394516.1850452188
1536,340203.1106421517
1537,274457.6406351938
1538,398749.90146738105
1539,467988.71476067486
1540,342488.9805306108
1541,377507.59916493227
1542,378761.46218295675
1543,423034.8476877718
1544,326170.47373579117
1545,340062.3801934528
1546,370903.24868986127
1547,388615.81173699116
1548,366681.512682477
1549,342781.6065158923
1550,367515.3389392975
1551,371290.17926088255
1552,372626.29170482676
1553,393845.1840301615
1554,352245.2591472799
1555,399879.74871424795
1556,310778.271821528
1557,344903.4474534837
1558,351481.6450351409
1559,304939.5249180896
1560,374600.8196077817
1561,373190.1730584868
1562,366438.22811292973
1563,350298.4906588411
1564,395820.5992605237
1565,366748.8611413494
1566,470956.8881009014
1567,315014.7879209083
1568,468887.98247131915
1569,358711.8812990531
1570,374044.5359932175
1571,332009.0595906528
1572,375072.20825471426
1573,488334.4318846897
1574,345991.4617499688
1575,467857.1472364289
1576,480360.0948707324
1577,427764.4718548525
