Id,SalePrice
1461,163010.7917394782
1462,163029.21207357742
1463,163041.92954246432
1464,162992.9000592906
1465,162936.2879139258
1466,162992.87245194238
1467,162966.47511526424
1468,162971.4848010724
1469,162995.56415997917
1470,162968.97190109716
1471,162944.7719015001
1472,162913.33915961883
1473,162913.70388527794
1474,162917.79414751843
1475,162915.59255160418
1476,163036.4745497317
1477,163032.94349188436
1478,163017.2189377021
1479,163049.3776210539
1480,163058.23017606285
1481,163045.8403289883
1482,162958.61177370645
1483,163082.9802207326
1484,162922.4389389629
1485,163032.4374437687
1486,162975.34041208838
1487,163081.8196512208
1488,162983.5752765393
1489,162982.56547759692
1490,163000.21808364632
1491,163018.34465330665
1492,162987.205311144
1493,163058.53857598105
1494,163037.61145414543
1495,163013.20491626987
1496,162936.6122109158
1497,162925.57641038462
1498,162920.89719806856
1499,162917.37723560308
1500,162917.66222319208
1501,162922.1621255351
1502,162916.20074515868
1503,163032.0463896498
1504,162962.09941398806
1505,162969.625731248
1506,163003.85339516058
1507,163009.51749061723
1508,163087.08053542287
1509,162987.3195517938
1510,162987.2826884515
1511,162990.7892039083
1512,162990.8414320008
1513,163000.63882749324
1514,163037.6012075425
1515,162994.99657820747
1516,163075.46761507486
1517,163009.23392306804
1518,162974.1044136698
1519,162972.2582812372
1520,162966.52548335993
1521,163001.394832495
1522,162994.8904785426
1523,162970.55598797803
1524,163002.44801521412
1525,163001.5208692366
1526,163035.8522898454
1527,162962.73182635632
1528,162965.90801700213
1529,162961.77749620366
1530,162990.66650760404
1531,162935.48666849706
1532,162928.7003235081
1533,162943.1699862905
1534,162952.77967737685
1535,163017.4482318853
1536,162968.995939995
1537,162984.36247273156
1538,162987.58616642017
1539,162982.03408852732
1540,162983.40253226386
1541,162999.2661989931
1542,162943.92261177578
1543,162968.07036976863
1544,162931.9001059493
1545,162941.9888386947
1546,162942.62639861554
1547,162947.87381907192
1548,162944.01211212098
1549,162944.3632339729
1550,162947.57998098157
1551,162944.7070922038
1552,162970.86972386748
1553,163029.41184726878
1554,162920.42218890865
1555,163059.31956540493
1556,162998.2332152521
1557,162991.06156785574
1558,162941.0522609157
1559,162950.37922006234
1560,162946.13575079196
1561,163007.24809958597
1562,162961.13789123125
1563,162961.75452218094
1564,162961.50202095226
1565,163007.1099718022
1566,163090.98266288472
1567,162978.40460899248
1568,163076.02787025497
1569,163083.1184517864
1570,163008.501953395
1571,162982.88383370597
1572,162985.5305100715
1573,163077.8207317488
1574,163008.67702218867
1575,163020.02366476983
1576,163025.68764035578
1577,162959.92616007448
1578,163044.88826809137
1579,163004.27403259772
1580,162984.80429640054
1581,163053.94136696082
1582,162957.90874123617
1583,163004.73243217822
1584,162988.40373419548
1585,162928.28416480447
1586,162969.4358184287
1587,162973.23425428028
1588,162992.42959844854
1589,163013.52075535757
1590,162946.40463430714
1591,162946.5293438126
1592,162934.33272156236
1593,162962.4947507599
1594,162960.89495509843
1595,162990.70753339602
1596,163003.57333309148
1597,163063.85649310215
1598,163087.5194392776
1599,162925.75863821097
1600,162927.25545701067
1601,162962.67584687853
1602,162978.60502783762
1603,162972.61148834456
1604,162930.14380574916
1605,163009.2133941382
1606,162987.83176747157
1607,163034.91287126482
1608,163018.50151279374
1609,162989.86840985442
1610,162987.8340839116
1611,163056.83912090093
1612,162995.99169886103
1613,163018.32000988093
1614,162916.6519183694
1615,162912.7071459805
1616,162914.00572042743
1617,162914.07818615244
1618,162951.77569691217
1619,163025.71685790014
1620,162970.06061972512
1621,162996.64600635332
1622,162999.1366815281
1623,162995.23681889792
1624,163033.3061721267
1625,163028.18542745878
1626,162997.09285689986
1627,162995.53769425073
1628,163020.49288220506
1629,162970.93936079514
1630,162970.03663417196
1631,162961.90086018757
1632,162971.27778943905
1633,162976.24944246578
1634,162961.9973152107
1635,162976.33370147378
1636,162958.0971147798
1637,163020.51178141643
1638,163037.15888380446
1639,163007.77733344687
1640,163030.08165619275
1641,163008.88164489568
1642,162957.65036976503
1643,162964.01220710704
1644,162974.61816028145
1645,162987.5882156336
1646,162993.28476392516
1647,163005.7392244291
1648,162964.79921827256
1649,162971.60001991305
1650,162953.02405410775
1651,162976.51426003638
1652,162913.23563463503
1653,162913.02393145487
1654,162918.17357675842
1655,162916.50163995838
1656,162918.0523633139
1657,162918.41219844978
1658,162918.1838741766
1659,162914.7850114717
1660,163000.1252797984
1661,163055.1731913525
1662,163030.94753729628
1663,163030.3678988052
1664,163050.31528995282
1665,163018.2932945977
1666,163075.39132624044
1667,163096.44386831572
1668,163002.48415659278
1669,163006.70458632574
1670,163042.49550846827
1671,163034.34651041223
1672,163065.57789357647
1673,163039.82796894072
1674,162992.34517029356
1675,162955.68832926603
1676,162937.63119163385
1677,162997.607249948
1678,163061.58814197703
1679,163063.95814514812
1680,162966.34370100798
1681,162952.55768399528
1682,163074.24452686237
1683,162926.3590828895
1684,163003.79034412195
1685,162977.90529034816
1686,162922.8448122537
1687,162982.71723737332
1688,162967.73242686485
1689,162994.54233086354
1690,162978.49480084036
1691,162967.65996644646
1692,163032.4348521769
1693,162986.36927918732
1694,162971.98599661564
1695,162962.09542621294
1696,163067.69079707554
1697,162963.26671721478
1698,163035.84938273262
1699,163008.49800615816
1700,162984.60683046398
1701,163019.7897212743
1702,163013.06541184557
1703,162999.48451690236
1704,162998.8285655615
1705,162983.3127451124
1706,163018.28707786862
1707,162969.24977845477
1708,162976.99366556294
1709,163029.56824879895
1710,162963.52956918982
1711,163002.3677966878
1712,162974.77702840118
1713,163004.60163718846
1714,162978.73886271677
1715,162969.32289122153
1716,162987.451395488
1717,162960.63225319458
1718,162960.20097708257
1719,163002.2265224277
1720,162996.47639367008
1721,163031.26601332592
1722,163030.43854046616
1723,163023.27437013466
1724,162961.94595564203
1725,163015.34945912898
1726,162964.20228452896
1727,162958.68595990047
1728,162980.0561376633
1729,162994.80607266826
1730,162969.55167279195
1731,162985.83635230112
1732,162970.3926725938
1733,162977.24624147592
1734,162981.43763281946
1735,162961.58984407593
1736,162953.64792312626
1737,163066.4255777191
1738,163019.56667838382
1739,162930.71303425587
1740,162931.76927079787
1741,162929.67575078298
1742,162921.54190503852
1743,162925.62302608677
1744,163054.6299655734
1745,163062.06425360893
1746,162991.15826940056
1747,163030.68261928036
1748,163004.11118678065
1749,162987.925409528
1750,162979.19373567164
1751,163044.73566702288
1752,162953.62784754584
1753,162990.41170642708
1754,162991.27541563357
1755,163068.89890252074
1756,162957.47197109886
1757,162965.21137300902
1758,162985.6518941405
1759,163038.91717324534
1760,162984.4182296294
1761,162999.50737830202
1762,162982.02969656
1763,163013.35940626005
1764,162986.52935146366
1765,162995.11304260735
1766,163001.80293095802
1767,163053.36072173002
1768,162975.62979365146
1769,163022.96259010106
1770,162980.1633148307
1771,162975.53216538174
1772,162977.03460782036
1773,162996.2272014899
1774,162992.11605626962
1775,162966.9282761359
1776,163029.34552945013
1777,162968.85396266624
1778,162960.57364090256
1779,162982.47493524253
1780,163010.31410462264
1781,162986.62837942573
1782,162936.47154193887
1783,163001.81008329146
1784,162964.80282008555
1785,162993.77846718646
1786,163002.32959112292
1787,162957.8734581901
1788,162933.56806390136
1789,162999.24115456504
1790,162997.98167162805
1791,162995.90444555154
1792,162995.63242978818
1793,163010.15311638455
1794,162964.74543972607
1795,162997.0276892029
1796,162975.41934112838
1797,162966.25884215985
1798,162957.75372424437
1799,162953.21116002175
1800,162964.10053237123
1801,163002.50660340107
1802,162967.43045309713
1803,162963.5872362918
1804,162972.12979629447
1805,162964.3713449642
1806,162927.71943529908
1807,162998.72875596446
1808,163057.81578040842
1809,162989.04565138242
1810,162948.59119490895
1811,162962.25067598684
1812,162993.05280590503
1813,162943.4674854546
1814,162956.81813361435
1815,162937.68752209368
1816,162968.9593788502
1817,162986.8830561683
1818,162974.72380892048
1819,162923.40784150397
1820,162919.61228500248
1821,162938.69049301223
1822,162988.59777204206
1823,162978.3861484805
1824,162951.56492920453
1825,162934.3590088248
1826,162942.06557496224
1827,162944.00349080435
1828,162946.52311630963
1829,162974.52604253992
1830,162970.3931120402
1831,162992.83786570022
1832,162924.69251418026
1833,162955.49443198618
1834,162941.07881097822
1835,162945.38392725322
1836,162939.00542590042
1837,162933.76532842658
1838,162994.83793150174
1839,162925.52820959606
1840,163001.90519790893
1841,162998.43809330557
1842,162986.25629494427
1843,163012.44365174044
1844,162963.68702746183
1845,163058.0543093123
1846,163056.52476146552
1847,163062.59187411677
